"","ENSG00000164308.12","ENSG00000124587.9","ENSG00000180185.7","ENSG00000168827.9","ENSG00000136536.9"
"NA20540",-0.800901959219218,-0.562297937286431,1.59754207091797,-0.156850948269853,2.04779888005601
"NA20541",0.562297937286431,-0.430727299295457,0.164210777079331,-0.054518914848101,0.927584408622131
"NA20542",1.3782829603729,0.905468215149993,-1.21050035006428,-1.3782829603729,-1.71167530650973
"NA20543",-0.938814316876903,0.164210777079331,-0.511936213871329,-0.614128472340675,-0.8109553641377
"NA20544",-0.8109553641377,-0.742192000707149,-2.37832893336567,-0.0690779954956574,-0.0982432620682955
"NA20581",-2.37832893336567,2.52426034364226,1.12433823156864,-0.0399713818482105,0.511936213871329
"NA20582",0.73265624689986,1.09740642022538,-0.596674624445304,-0.713781471141954,0.87309977661884
"NA20585",-0.306242139658105,-0.658612042889474,-0.27592106310796,-0.438712918596108,-0.186345392110644
"NA20586",0.230901527086056,-0.414837494542377,1.05843960266334,2.18368357888543,0.216002874094624
"NA20588",-0.631771450027029,1.50108594604402,-1.0842344300009,0.462841111101068,-0.283476499013379
"NA20589",-0.605378495489875,-2.27031618412745,-1.41686726396468,0.771214653234946,-0.927584408622131
"NA20752",-1.41686726396468,0.685935753049393,-1.59754207091797,0.0763628372999465,-0.0181649719262723
"NA20754",0.0763628372999465,-0.862512064376565,0.0982432620682955,1.85379764219965,0.156850948269853
"NA20756",1.21050035006428,0.142156334137335,-0.883786279781473,-0.536946821289634,-0.605378495489875
"NA20757",-1.47903696807313,-0.605378495489875,-1.62413112667095,0.695157630229606,-1.15211124629477
"NA20758",-1.25716014400141,0.800901959219218,0.105546683205471,1.47903696807313,-0.704439008633485
"NA20759",-0.0181649719262723,0.0254323035515012,-1.47903696807313,-1.50108594604402,-0.45476910046178
"NA20760",0.178957574493853,-0.596674624445304,-0.391196258189472,-1.77825295709656,-0.667664420705464
"NA20761",-1.03333046420892,0.268381345510807,0.142156334137335,0.321507160267717,-0.0036328025914021
"NA20765",1.43697661736907,-1.13811500395759,-0.367771692256323,-0.27592106310796,-0.367771692256323
"NA20766",-1.19551966435596,-0.536946821289634,-1.09740642022538,-0.216002874094624,-1.00885646145564
"NA20768",-0.149499605937229,-0.268381345510807,0.321507160267717,-1.02101701627006,-1.45768446378153
"NA20769",1.32398734880788,0.938814316876903,-0.862512064376565,1.13811500395759,-0.201152016104373
"NA20770",-0.852020167764865,-0.156850948269853,-0.344547230995852,0.495439589289988,0.127492353731062
"NA20771",-1.24130593342226,1.68104783696478,0.545358108124991,-0.704439008633485,1.85379764219965
"NA20772",1.07124791801605,0.614128472340675,-0.283476499013379,-0.0909450775354971,-0.57082844070779
"NA20773",0.0108985995538832,-0.438712918596108,-1.89591704635569,-0.414837494542377,1.50108594604402
"NA20774",1.15211124629477,0.713781471141954,-0.352267470737613,-1.19551966435596,0.545358108124991
"NA20778",-1.81473126819737,0.695157630229606,1.65192066575712,-2.04779888005601,1.0842344300009
"NA20783",-0.916470277450651,0.0472438985491378,0.291048152036459,0.0982432620682955,-0.178957574493853
"NA20785",-1.62413112667095,-0.723186653500953,0.230901527086056,-0.545358108124991,0.0181649719262725
"NA20786",-0.336847472828875,1.57203674824224,2.75904239094675,-0.511936213871329,1.47903696807313
"NA20787",-1.54751491633472,-0.422769053830578,0.87309977661884,0.112855738617201,0.367771692256323
"NA20790",-0.751795725375043,-0.57082844070779,-0.216002874094624,0.961637188471036,0.973238495229513
"NA20792",-1.12433823156864,-0.0036328025914021,-0.360008763945335,-0.321507160267717,0.862512064376565
"NA20795",-0.367771692256323,-1.07124791801605,-0.790928858076957,-0.883786279781473,-0.0690779954956574
"NA20796",-0.329167633736699,-0.927584408622131,-0.470943392868281,0.430727299295457,-0.831312523824641
"NA20797",-0.713781471141954,-0.487241842221569,-0.76146929552599,-0.984972292326496,-1.30673023060499
"NA20798",-1.32398734880788,-0.112855738617201,0.622925723210088,-0.579400687134516,0.905468215149993
"NA20799",-1.94169600161785,-0.298636527929015,-2.04779888005601,1.07124791801605,0.142156334137335
"NA20800",-0.105546683205471,0.927584408622131,0.0617968177908018,0.579400687134516,-0.883786279781473
"NA20801",0.156850948269853,1.52388984003012,2.27031618412745,-0.781033811522709,-1.28985372774504
"NA20802",0.596674624445304,-0.245851613108082,1.18080257875071,0.841621233572914,-0.658612042889474
"NA20803",-0.841621233572914,1.3782829603729,-0.579400687134516,-1.94169600161785,-0.245851613108082
"NA20804",0.545358108124991,0.503670767804903,0.238369910397064,1.54751491633472,-0.973238495229513
"NA20805",-0.996843294438167,-0.649613316774583,-0.0254323035515012,0.862512064376565,-1.0842344300009
"NA20806",-0.658612042889474,1.54751491633472,-0.414837494542377,-0.178957574493853,-0.149499605937229
"NA20807",1.77825295709656,0.883786279781473,-0.73265624689986,0.790928858076957,-0.511936213871329
"NA20808",-0.054518914848101,-0.399051751363824,-0.751795725375043,0.742192000707149,-0.649613316774583
"NA20809",0.193743394592957,0.344547230995852,0.984972292326496,0.713781471141954,-1.11077161663679
"NA20810",0.742192000707149,0.112855738617201,-1.02101701627006,2.04779888005601,-0.0617968177908016
"NA20811",0.0690779954956574,-0.0472438985491376,-0.800901959219218,-0.76146929552599,1.45768446378153
"NA20812",-0.298636527929015,0.406931947371872,1.13811500395759,0.831312523824641,0.201152016104373
"NA20813",0.186345392110644,0.771214653234946,0.631771450027029,-0.0254323035515012,-0.0399713818482105
"NA20814",0.852020167764865,1.15211124629477,0.17157951159206,-1.41686726396468,-1.39731508813371
"NA20815",0.105546683205471,0.105546683205471,0.186345392110644,0.438712918596108,-0.685935753049393
"NA20816",0.360008763945335,-0.800901959219218,1.07124791801605,-0.622925723210088,-0.344547230995852
"NA20819",1.22575773870374,0.329167633736699,0.751795725375043,-0.723186653500953,0.658612042889474
"NA20826",1.99194756281586,-2.11088021938801,0.649613316774583,-0.695157630229606,0.430727299295457
"NA20828",-0.771214653234946,0.495439589289988,2.18368357888543,0.0399713818482105,-0.841621233572914
